Algorithm,Allocation,Processes,MessageSize,Latency
Basic_Linear,core,21,4096,18.15
Basic_Linear,core,21,8192,31.40
Basic_Linear,core,21,16384,33.57
Basic_Linear,core,21,32768,39.76
Basic_Linear,core,21,65536,62.90
Basic_Linear,core,21,131072,112.13
Basic_Linear,core,21,262144,128.05
Basic_Linear,core,21,524288,213.73
Basic_Linear,core,21,1048576,301.24
Basic_Linear,core,22,1,1.99
Basic_Linear,core,22,2,2.00
Basic_Linear,core,22,4,2.08
Basic_Linear,core,22,8,2.20
Basic_Linear,core,22,16,2.58
Basic_Linear,core,22,32,3.00
Basic_Linear,core,22,64,3.81
Basic_Linear,core,22,128,3.87
Basic_Linear,core,22,256,4.39
Basic_Linear,core,22,512,5.43
Basic_Linear,core,22,1024,7.75
Basic_Linear,core,22,2048,12.01
Basic_Linear,core,22,4096,19.43
Basic_Linear,core,22,8192,34.17
Basic_Linear,core,22,16384,37.34
Basic_Linear,core,22,32768,41.63
Basic_Linear,core,22,65536,95.01
Basic_Linear,core,22,131072,159.81
Basic_Linear,core,22,262144,183.75
Basic_Linear,core,22,524288,203.97
Basic_Linear,core,22,1048576,320.29
Basic_Linear,core,23,1,2.08
Basic_Linear,core,23,2,2.04
Basic_Linear,core,23,4,2.12
Basic_Linear,core,23,8,2.21
Basic_Linear,core,23,16,2.65
Basic_Linear,core,23,32,3.54
Basic_Linear,core,23,64,3.44
Basic_Linear,core,23,128,3.85
Basic_Linear,core,23,256,4.54
Basic_Linear,core,23,512,5.73
Basic_Linear,core,23,1024,7.96
Basic_Linear,core,23,2048,12.18
Basic_Linear,core,23,4096,20.49
Basic_Linear,core,23,8192,35.77
Basic_Linear,core,23,16384,38.93
Basic_Linear,core,23,32768,43.72
Basic_Linear,core,23,65536,52.45
Basic_Linear,core,23,131072,128.30
Basic_Linear,core,23,262144,146.71
Basic_Linear,core,23,524288,216.99
Basic_Linear,core,23,1048576,317.96
Basic_Linear,core,24,1,2.02
Basic_Linear,core,24,2,2.00
Basic_Linear,core,24,4,2.11
Basic_Linear,core,24,8,2.23
Basic_Linear,core,24,16,2.70
Basic_Linear,core,24,32,3.55
Basic_Linear,core,24,64,3.24
Basic_Linear,core,24,128,3.78
Basic_Linear,core,24,256,4.42
Basic_Linear,core,24,512,5.84
Basic_Linear,core,24,1024,8.27
Basic_Linear,core,24,2048,12.98
Basic_Linear,core,24,4096,21.83
Basic_Linear,core,24,8192,38.93
Basic_Linear,core,24,16384,41.83
Basic_Linear,core,24,32768,46.62
Basic_Linear,core,24,65536,106.09
Basic_Linear,core,24,131072,123.91
Basic_Linear,core,24,262144,207.90
Basic_Linear,core,24,524288,216.60
Basic_Linear,core,24,1048576,316.37
Basic_Linear,core,25,1,1.96
Basic_Linear,core,25,2,1.96
Basic_Linear,core,25,4,2.00
Basic_Linear,core,25,8,2.17
Basic_Linear,core,25,16,2.48
Basic_Linear,core,25,32,3.22
Basic_Linear,core,25,64,3.26
Basic_Linear,core,25,128,3.81
Basic_Linear,core,25,256,4.39
Basic_Linear,core,25,512,5.86
Basic_Linear,core,25,1024,8.86
Basic_Linear,core,25,2048,13.81
Basic_Linear,core,25,4096,22.93
Basic_Linear,core,25,8192,40.74
Basic_Linear,core,25,16384,43.33
Basic_Linear,core,25,32768,43.36
Basic_Linear,core,25,65536,61.67
Basic_Linear,core,25,131072,124.16
Basic_Linear,core,25,262144,122.06
Basic_Linear,core,25,524288,206.96
Basic_Linear,core,25,1048576,305.98
Basic_Linear,core,26,1,1.78
Basic_Linear,core,26,2,1.78
Basic_Linear,core,26,4,1.80
Basic_Linear,core,26,8,1.92
Basic_Linear,core,26,16,2.20
Basic_Linear,core,26,32,3.19
Basic_Linear,core,26,64,2.92
Basic_Linear,core,26,128,3.47
Basic_Linear,core,26,256,4.13
Basic_Linear,core,26,512,5.86
Basic_Linear,core,26,1024,9.36
Basic_Linear,core,26,2048,14.51
Basic_Linear,core,26,4096,24.43
Basic_Linear,core,26,8192,44.22
Basic_Linear,core,26,16384,45.74
Basic_Linear,core,26,32768,31.69
Basic_Linear,core,26,65536,70.51
Basic_Linear,core,26,131072,123.17
Basic_Linear,core,26,262144,175.57
Basic_Linear,core,26,524288,208.48
Basic_Linear,core,26,1048576,295.89
Basic_Linear,core,27,1,1.71
Basic_Linear,core,27,2,1.71
Basic_Linear,core,27,4,1.74
Basic_Linear,core,27,8,1.87
Basic_Linear,core,27,16,2.83
Basic_Linear,core,27,32,2.55
Basic_Linear,core,27,64,2.85
Basic_Linear,core,27,128,3.40
Basic_Linear,core,27,256,4.20
Basic_Linear,core,27,512,5.86
