Algorithm,Allocation,Processes,MessageSize,Latency
Default,core,26,2,1.76
Default,core,26,4,1.83
Default,core,26,8,1.95
Default,core,26,16,2.87
Default,core,26,32,2.90
Default,core,26,64,2.88
Default,core,26,128,3.48
Default,core,26,256,4.16
Default,core,26,512,5.95
Default,core,26,1024,9.18
Default,core,26,2048,14.25
Default,core,26,4096,23.95
Default,core,26,8192,43.42
Default,core,26,16384,45.65
Default,core,26,32768,42.91
Default,core,26,65536,82.31
Default,core,26,131072,99.20
Default,core,26,262144,126.93
Default,core,26,524288,196.01
Default,core,26,1048576,294.56
Default,core,27,1,1.76
Default,core,27,2,1.74
Default,core,27,4,1.84
Default,core,27,8,1.93
Default,core,27,16,2.66
Default,core,27,32,2.61
Default,core,27,64,2.86
Default,core,27,128,3.46
Default,core,27,256,4.25
Default,core,27,512,5.95
Default,core,27,1024,9.29
Default,core,27,2048,14.68
Default,core,27,4096,25.57
Default,core,27,8192,45.50
Default,core,27,16384,47.63
Default,core,27,32768,39.68
Default,core,27,65536,52.34
Default,core,27,131072,116.17
Default,core,27,262144,130.26
Default,core,27,524288,207.56
Default,core,27,1048576,314.29
Default,core,28,1,1.66
Default,core,28,2,1.66
Default,core,28,4,1.74
Default,core,28,8,1.98
Default,core,28,16,2.62
Default,core,28,32,2.51
Default,core,28,64,2.87
Default,core,28,128,3.54
Default,core,28,256,4.32
Default,core,28,512,6.11
Default,core,28,1024,9.56
Default,core,28,2048,15.51
Default,core,28,4096,26.77
Default,core,28,8192,49.02
Default,core,28,16384,49.81
Default,core,28,32768,40.57
Default,core,28,65536,79.26
Default,core,28,131072,131.51
Default,core,28,262144,134.73
Default,core,28,524288,211.68
Default,core,28,1048576,330.95
Default,core,29,1,1.60
Default,core,29,2,1.61
Default,core,29,4,2.04
Default,core,29,8,2.26
Default,core,29,16,2.16
Default,core,29,32,2.42
Default,core,29,64,2.89
Default,core,29,128,3.52
Default,core,29,256,4.42
Default,core,29,512,6.28
Default,core,29,1024,9.72
Default,core,29,2048,16.54
Default,core,29,4096,28.46
Default,core,29,8192,51.06
Default,core,29,16384,51.80
Default,core,29,32768,43.36
Default,core,29,65536,81.16
Default,core,29,131072,151.20
Default,core,29,262144,133.47
Default,core,29,524288,218.81
Default,core,29,1048576,352.48
Default,core,30,1,1.58
Default,core,30,2,1.60
Default,core,30,4,1.68
Default,core,30,8,2.55
Default,core,30,16,2.26
Default,core,30,32,2.43
Default,core,30,64,2.97
Default,core,30,128,3.66
Default,core,30,256,4.64
Default,core,30,512,6.65
Default,core,30,1024,10.01
Default,core,30,2048,17.00
Default,core,30,4096,29.84
Default,core,30,8192,54.10
Default,core,30,16384,53.28
Default,core,30,32768,42.38
Default,core,30,65536,92.20
Default,core,30,131072,101.38
Default,core,30,262144,146.52
Default,core,30,524288,213.57
Default,core,30,1048576,377.98
Default,core,31,1,1.60
Default,core,31,2,1.72
Default,core,31,4,2.19
Default,core,31,8,2.09
Default,core,31,16,2.26
Default,core,31,32,2.49
Default,core,31,64,3.06
Default,core,31,128,3.67
Default,core,31,256,4.74
Default,core,31,512,6.89
Default,core,31,1024,10.51
Default,core,31,2048,17.57
Default,core,31,4096,31.37
Default,core,31,8192,57.55
Default,core,31,16384,55.34
Default,core,31,32768,42.97
Default,core,31,65536,59.83
Default,core,31,131072,118.60
Default,core,31,262144,135.37
Default,core,31,524288,236.25
Default,core,31,1048576,410.51
Default,core,32,1,1.96
Default,core,32,2,2.11
Default,core,32,4,2.15
Default,core,32,8,2.66
Default,core,32,16,3.22
Default,core,32,32,3.69
Default,core,32,64,4.01
Default,core,32,128,4.64
Default,core,32,256,5.85
Default,core,32,512,9.14
Default,core,32,1024,11.75
Default,core,32,2048,14.82
Default,core,32,4096,20.24
Default,core,32,8192,60.01
Default,core,32,16384,19.31
Default,core,32,32768,40.97
Default,core,32,65536,72.06
Default,core,32,131072,143.80
Default,core,32,262144,152.66
Default,core,32,524288,244.55
Default,core,32,1048576,444.77
Default,core,33,1,4.15
Default,core,33,2,4.27
Default,core,33,4,4.87
Default,core,33,8,5.21
Default,core,33,16,5.01
Default,core,33,32,5.47
Default,core,33,64,6.09
Default,core,33,128,6.84
Default,core,33,256,8.34
Default,core,33,512,10.26
Default,core,33,1024,12.92
